Timestamp,Symbol,Action,Price,Qty,PnL,USDT,BTC
2025-05-08T15:22:11,BTCUSDT,BUY,99639.60,0.219130,0.00,87337.57,0.219130
2025-05-08T15:25:33,BTCUSDT,SELL,99561.41,0.219130,−17.23,109153.78,0.000000
2025-05-08T15:36:03,BTCUSDT,BUY,99511.26,0.219370,0.00,87323.03,0.219380
2025-05-08T15:53:02,BTCUSDT,SELL,99657.21,0.219380,32.02,109186.79,0.000000
2025-05-08T15:54:18,BTCUSDT,BUY,99669.05,0.219090,0.00,87347.82,0.219110
